,industry,job_title,company_name,location,summary,date_posted
698,services,Food/Beverage Server,Valley Hi Country Club,N/A,"Experience in hospitality, food & drink service, or customer service is a plus.
Customer service: 1 year (Preferred).
High school or equivalent (Preferred).",3 days ago
699,services,CAnnabis Delivery Service Manager,Top Shelf Delivery,N/A,"We will train you fully to run this delivery service.
PAy Starts at 20 during training and moves up once delivery is running after 60 days.
Must be 21 and up.",8 days ago
700,services,Night Crew Team Member,Raley's Supermarkets,N/A,"Friendly and customer service oriented.
Customer service, restaurant, barista, food service, grocery or similar experience desired.
Must be 18 years of age.",2 days ago
701,services,Team Member,El Pollo Loco,N/A,"Either way, your job will be to ensure great guest service 100% of the time!
Competencies: Customer service skills, and experience entering orders into a Point…",3 days ago
702,services,"Hospital Services Associate, Sacramento County, CA",Stericycle,N/A,"Maintains a rigid collection and service schedule.
Interacts professionally with onsite customer staff to ensure service expectations are met or exceeded.",1 day ago
703,services,Administrative Assistant,Homeland Language Services,N/A,We are currently looking for a Administrative Assistant to provide a wide variety of administrative and staff support services.,13 days ago
704,services,Passenger Assistance Agent - $14.00 Hourly,GAT Airline Ground Support,N/A,"Passenger Assistance Agent positions encompass facilitating airline passenger processing including check-in, assistance to the departure gate, baggage claim…",30+ days ago
705,services,Route Delivery Driver,Nestle Waters North America,"Sacramento, CA 94204 (Erikson Industrial Park area)","Pay: $21.25 per hour plus a competitive benefits package with overtime in accordance with state/federal law.
You’ll need a clean driving record.",3 days ago
706,services,Emergency Room Technician,Sutter Health,N/A,"Under the direction of a licensed nurse, participates in the patient/ family care and experience through teamwork, effective communication, basic care skills,…",9 days ago
707,services,Customer Services Representative,Mission Linen Supply,N/A,"Provide superior customer service at all times to internal/external customers.
Mission Linen Supply is seeking an experienced Direct Sale Coordinator.",15 days ago
708,services,Retail Associate,dd's Discounts Stores,N/A,"The Associate may be requested to perform additional tasks in specific situations, if performance of these tasks will help achieve our Customer service and…",30+ days ago
709,services,Customer Service Representative - Hiring This Week - Consultant,The Las Vegas AO Group,N/A,We are currently looking for service-minded individuals with good communication skills to fill several roles that include sales & customer service.,6 days ago
710,services,Night Crew Team Member,Raley's Supermarkets,N/A,"Friendly and customer service oriented.
Customer service, restaurant, barista, food service, grocery or similar experience desired.
Must be 18 years of age.",2 days ago
711,services,Team Member,El Pollo Loco,N/A,"Either way, your job will be to ensure great guest service 100% of the time!
Competencies: Customer service skills, and experience entering orders into a Point…",3 days ago
712,services,Front Desk Receptionist,"Capital OB/GYN, Inc.","Sacramento, CA 95823 (Valley High-North Laguna area)","\*\*1 YEAR OF Medical Office EXPERIENCE \*\*.
Experience with EPIC EHR a plus.
Bilingual preferred, but not needed.
High school or equivalent (Preferred).",1 day ago
713,services,Car Wash Crew Member 012021,"Pavilion Car Wash, Quick Lube & Detail Center","Sacramento, CA 95825","Our friendly 70+ member team provides full service car care through our Gift Shop, Car Wash, Detail Center, and Quick Lube to the Arden community and beyond.",30+ days ago
714,services,Administrative Assistant,Homeland Language Services,N/A,We are currently looking for a Administrative Assistant to provide a wide variety of administrative and staff support services.,13 days ago
715,services,Passenger Assistance Agent - $14.00 Hourly,GAT Airline Ground Support,N/A,"Passenger Assistance Agent positions encompass facilitating airline passenger processing including check-in, assistance to the departure gate, baggage claim…",30+ days ago
716,services,HVAC Installer Apprentice - Paid Training,Bell Brothers Plumbing Heating and Air,"Sacramento, CA","Communicate and demonstrate strong customer service skills.
\*\**No experience necessary, we will train.
Operate a variety of hand and power tools to remove and…",17 days ago
717,services,Customer Service Representative,"National Seating & Mobility, Inc.","Sacramento, CA 95820","Located in more than 40 states, we strive for diversity and offer an array of benefits including 401k, company paid Long Term Disability, and tuition…",11 days ago
718,services,Emergency Room Technician,Sutter Health,N/A,"Under the direction of a licensed nurse, participates in the patient/ family care and experience through teamwork, effective communication, basic care skills,…",9 days ago
719,services,Customer Services Representative,Mission Linen Supply,N/A,"Provide superior customer service at all times to internal/external customers.
Mission Linen Supply is seeking an experienced Direct Sale Coordinator.",15 days ago
720,services,Retail Associate,dd's Discounts Stores,N/A,"The Associate may be requested to perform additional tasks in specific situations, if performance of these tasks will help achieve our Customer service and…",30+ days ago
721,services,Customer Service Representative - Hiring This Week - Consultant,The Las Vegas AO Group,N/A,We are currently looking for service-minded individuals with good communication skills to fill several roles that include sales & customer service.,6 days ago
722,services,Administrative Assistant II-Purchasing,UC Davis Health,N/A,"Individual must have excellent customer service and written/oral communication skills.
2 years’ recent experience providing customer service in an…",5 days ago
723,services,FLORAL DEPARTMENT,Safeway,N/A,"Your job will be to provide customers with exceptional customer service.
As a Floral Clerk, some of your duties will include stocking the department with fresh…",26 days ago
724,services,Home Visitor,Sacramento Children’s Home,N/A,"We are offering $500.00 sign on bonus!!!!
Conduct in-depth strengths, risks and needs analysis of families.
Provide parents with age appropriate developmental…",1 day ago
725,services,"Hospitalist MD-CA License Req. H-1B eligible (Folsom, CA and Kentfield, CA)",Amplehealth,"Sacramento, CA","Physician provides clinical care services including, but not limited to, diagnosis, treatment, and coordination of care, preventative and health care…",6 days ago
726,services,Retail Associate,dd's Discounts Stores,N/A,"The Associate may be requested to perform additional tasks in specific situations, if performance of these tasks will help achieve our Customer service and…",30+ days ago
727,services,Customer Service Representative - Hiring This Week - Consultant,The Las Vegas AO Group,N/A,We are currently looking for service-minded individuals with good communication skills to fill several roles that include sales & customer service.,6 days ago
728,services,Administrative Assistant II-Purchasing,UC Davis Health,N/A,"Individual must have excellent customer service and written/oral communication skills.
2 years’ recent experience providing customer service in an…",5 days ago
729,services,FLORAL DEPARTMENT,Safeway,N/A,"Your job will be to provide customers with exceptional customer service.
As a Floral Clerk, some of your duties will include stocking the department with fresh…",26 days ago
